road_id,elevation,elevation_min,elevation_max,slope,terrain_type
R2465,412.06604798245843,389.538765954313,436.9986642370961,2.57,GENTLE
R2466,370.13121078224333,352.97756804193136,415.11426985097137,3.25,GENTLE
R2467,389.51377432643187,343.43713001291655,408.04763730883695,3.38,GENTLE
R2468,353.9459532890899,328.0584778364048,376.9615702315395,13.33,STEEP
R2469,397.55460374868267,377.74343154970796,413.5840834699294,30.0,VERY_STEEP
R2470,404.30245839576634,376.366144755129,439.1248262125263,19.73,VERY_STEEP
R2471,372.77497361032096,349.95352693806115,399.56975724513325,16.0,VERY_STEEP
R2472,446.4028847165514,406.62611456401834,480.9342185902274,30.0,VERY_STEEP
R2473,440.9454610937242,392.09666461830443,481.4124573094915,5.68,MODERATE
R2474,422.21432354559056,394.6929772776847,454.0424441869085,2.44,GENTLE
R2475,403.33866287653626,358.89732687764666,438.4438770726078,30.0,VERY_STEEP
R2476,436.9969159647685,404.36239302238374,484.4069285405418,6.43,MODERATE
R2477,363.06523438234626,346.7758077785769,385.0278067667,30.0,VERY_STEEP
R2478,429.0509794274885,391.42606974423484,453.4175369728467,10.71,STEEP
R2479,362.48208139668486,331.94470151165206,401.19021586505835,2.78,GENTLE
R2480,429.42106625494057,393.3968053248564,463.873286937156,1.41,FLAT
R2481,377.5767568251357,331.9892603222691,394.7180730067243,9.97,MODERATE
R2482,437.70905810181887,410.091675275577,462.7549505022385,6.7,MODERATE
R2483,444.40420938253976,398.3571044538455,473.11772990752837,18.01,VERY_STEEP
R2484,364.87959694051153,324.8528363692453,391.65519045924714,30.0,VERY_STEEP
R2485,396.2675605065393,366.72336347141993,413.398552839421,6.81,MODERATE
R2486,448.0987378162685,413.96985238994995,495.075941487639,30.0,VERY_STEEP
R2487,398.34074359731466,375.3174982965542,438.8334940650737,2.88,GENTLE
R2488,436.3547522514545,387.01086026190353,465.60898553576857,30.0,VERY_STEEP
R2489,408.87315221313196,372.1791056911161,446.0755933454054,5.03,MODERATE
R2490,387.5329907919602,375.779116692095,433.42429767738105,30.0,VERY_STEEP
R2491,378.578355552587,355.5134793226667,394.0253212470499,30.0,VERY_STEEP
R2492,370.32230910860875,335.38973175824646,390.33723113688785,14.88,STEEP
R2493,426.1798191377697,413.9264880258001,457.8878690280355,0.49,FLAT
R2494,388.6540506823028,377.6986830295371,430.6144655363971,6.91,MODERATE
R2495,401.1275462200751,373.126576638963,412.5777420377362,0.47,FLAT
R2496,399.2325480001182,375.92494081241136,448.5932740079726,30.0,VERY_STEEP
R2497,407.72790292331314,380.1959586019865,435.924167038609,1.39,FLAT
R2498,436.5577145624552,416.049982167255,460.92696018732414,30.0,VERY_STEEP
R2499,448.07393435834297,431.48522448062374,469.78291187193383,0.41,FLAT
R2500,390.7584208573817,353.19268657816815,407.7326891634165,8.14,MODERATE
R2501,432.75189221063033,402.16904755991834,474.4148485678314,10.66,STEEP
R2502,426.45277946547174,408.44661101549707,474.6693460553156,2.77,GENTLE
R2503,407.35289514555734,384.5693180951574,433.8986853393733,1.78,FLAT
R2504,445.6047143611933,411.93239805466027,493.7015421513316,6.17,MODERATE
R2505,370.0474515528403,357.1582776219412,412.99935617024164,30.0,VERY_STEEP
R2506,360.92642103096216,345.028300660315,390.1684661300149,4.72,GENTLE
R2507,435.39619669554224,422.46637253124663,472.3572438605876,2.54,GENTLE
R2508,393.9149816633748,351.42228835481006,421.31434883019335,30.0,VERY_STEEP
R2509,434.69688542070605,394.6005160922257,467.04582174920813,3.41,GENTLE
R2510,439.3090205195415,399.1765032443712,451.63087400028166,1.03,FLAT
R2511,356.2457593619072,317.59274562286606,394.0962983739285,30.0,VERY_STEEP
R2512,438.3464762986061,401.5710593518113,450.4594620779716,0.77,FLAT
R2513,394.8319055369422,365.75222892181523,437.5153034137282,0.84,FLAT
R2514,401.04324890042324,365.35212236013865,444.04112607884554,0.95,FLAT
R2515,412.659251109321,401.12478891780205,432.1423426115696,0.36,FLAT
R2516,442.6382606730087,407.7796837667373,465.5847719144407,6.37,MODERATE
R2517,351.9116094429764,310.7965012215013,381.16402458530814,30.0,VERY_STEEP
R2518,397.6843468317817,367.67001241640605,431.5508631090809,9.41,MODERATE
R2519,418.7722042430561,394.4716711059666,440.26635071273597,5.74,MODERATE
R2520,422.27069576982285,401.1736263777837,455.9701519550998,30.0,VERY_STEEP
R2521,419.2532431537108,383.5411611472275,441.16472608288274,25.82,VERY_STEEP
R2522,363.4435129408122,325.73146499561585,375.6631417836546,5.74,MODERATE
R2523,379.93955883716814,335.1008548426664,390.0406608304445,22.62,VERY_STEEP
R2524,385.87155254170136,362.1781892432617,399.9175948584385,30.0,VERY_STEEP
R2525,430.4437207679505,389.65282847252706,472.1337487745112,30.0,VERY_STEEP
R2526,377.8759872414553,345.4217542738818,426.33323973678876,30.0,VERY_STEEP
R2527,371.0704963867203,325.75703675959716,398.1491443579691,30.0,VERY_STEEP
R2528,445.7448019038096,414.6323175719848,476.2521600418073,30.0,VERY_STEEP
R2529,350.8863285113469,320.1811353754282,366.76025527428396,30.0,VERY_STEEP
R2530,449.78208556819783,416.6670023105615,481.8233396754041,30.0,VERY_STEEP
R2531,417.6821298857396,377.7095156800422,433.46832596601865,1.48,FLAT
R2532,432.8469299449117,384.25931079177326,467.29550319286494,30.0,VERY_STEEP
R2533,379.46193963461934,366.5194054659887,426.7922863378535,14.48,STEEP
R2534,351.431527766706,339.2941436710653,369.25946933882756,2.32,GENTLE
R2535,423.786951856153,376.28493835985944,464.36950057843706,30.0,VERY_STEEP
R2536,433.4144597000676,402.2194346793394,444.35455661280054,30.0,VERY_STEEP
R2537,424.0476131953519,389.4514926126745,449.06750284821675,0.71,FLAT
R2538,364.28502873008387,334.9880846662947,378.7149690433042,30.0,VERY_STEEP
R2539,425.3427922256969,411.5964941213979,449.44180988952485,30.0,VERY_STEEP
R2540,426.8922782107641,386.16870307401746,443.83375499631944,30.0,VERY_STEEP
R2541,415.8540515670055,375.965065763462,440.786251171921,30.0,VERY_STEEP
R2542,426.61159327955863,404.1434604198462,453.31250552385984,4.44,GENTLE
R2543,434.5921439677732,412.3425741586372,456.6157888790099,30.0,VERY_STEEP
R2544,411.36041142374586,367.8467561875251,447.625289402671,30.0,VERY_STEEP
R2545,358.8604713969679,345.96618108731485,405.6145534473243,30.0,VERY_STEEP
R2546,398.7627809667211,353.51857503245844,424.786595930932,30.0,VERY_STEEP
R2547,357.7649334671605,337.49846587132396,375.4586597261614,30.0,VERY_STEEP
R2548,390.7543031032431,357.0349131930233,411.5832134310824,5.6,MODERATE
R2549,390.71064891256276,343.2708817524917,434.87068185241753,30.0,VERY_STEEP
R2550,356.60098441402414,319.4760843525583,389.46657334483007,30.0,VERY_STEEP
R2551,384.8820533969479,358.30486089826644,413.0824946892262,3.49,GENTLE
R2552,361.0998098791315,323.5184415229149,377.08527873948856,30.0,VERY_STEEP
R2553,430.8235210009222,407.06433554826737,458.81261333387346,30.0,VERY_STEEP
R2554,444.7688025964471,423.67846594247965,465.90848273074255,9.01,MODERATE
R2555,357.23164752579385,307.36431640840664,404.9581726399278,3.28,GENTLE
R2556,445.5115207291701,405.4799114819786,490.87432510579936,30.0,VERY_STEEP
R2557,402.2576599336745,366.46886083840184,415.6137616068024,30.0,VERY_STEEP
R2558,379.9565677953874,355.7449820666146,410.62270736583713,30.0,VERY_STEEP
R2559,357.6862075276164,345.71977436141447,376.6885413482033,30.0,VERY_STEEP
R2560,400.0624268070418,388.82015176563556,426.4935103880134,5.8,MODERATE
R2561,429.4515544490749,397.2843042311229,474.52547437913313,8.12,MODERATE
R2562,420.7086477266698,380.22733888510777,451.80922852221164,30.0,VERY_STEEP
R2563,355.0226011463974,323.5274335286432,378.3912128812278,5.39,MODERATE
R2564,357.2901835367903,313.6587806592257,375.6057177009902,30.0,VERY_STEEP
R2565,390.2873282632637,378.95026693953486,432.3003226395233,30.0,VERY_STEEP
R2566,379.5290494047943,354.8589663477567,414.5097700193682,2.38,GENTLE
R2567,373.23843230560476,353.7556166586376,401.961050722654,2.86,GENTLE
R2568,378.10044989087135,350.20953116458645,396.79982404539044,30.0,VERY_STEEP
R2569,430.3482743296885,417.4532186019236,453.7181292959737,30.0,VERY_STEEP
R2570,442.9228053631854,394.7575397003425,491.3165424327261,30.0,VERY_STEEP
R2571,390.51026945275663,371.5800534099822,421.31386695699,21.42,VERY_STEEP
R2572,440.6111002132497,393.71878919390633,466.6390714629798,30.0,VERY_STEEP
R2573,382.14957012478817,355.1138439233209,413.00645181872113,30.0,VERY_STEEP
R2574,397.6436986343792,348.22273330417045,438.80323887036354,4.21,GENTLE
R2575,372.60289978159994,340.44056444319153,396.2072572417147,4.59,GENTLE
R2576,414.0476042175844,366.81428965055215,431.19584905488875,5.29,MODERATE
R2577,447.8981115174809,437.684151969712,481.29555625104285,0.68,FLAT
R2578,410.34930960433786,370.41975735710184,446.9574737435805,24.29,VERY_STEEP
R2579,385.7814084113549,339.6593822872543,424.29012852969686,12.9,STEEP
R2580,414.78174459905284,399.1929219198947,460.06124822969804,6.19,MODERATE
R2581,362.29206784653877,348.4470337772527,387.1390326741033,1.1,FLAT
R2582,438.86590802653984,411.88300373910164,451.8801038756955,2.52,GENTLE
R2583,400.3083950779836,352.9612388326662,448.6423384232213,16.1,VERY_STEEP
R2584,394.9349742039642,363.2395117963467,422.3354513014632,15.46,VERY_STEEP
R2585,408.5864788453519,377.4882202964826,443.51677923227714,30.0,VERY_STEEP
R2586,412.47838627894026,396.8333415469674,449.1305992040719,30.0,VERY_STEEP
R2587,357.1775806226513,347.1460001789226,389.03812897069946,30.0,VERY_STEEP
R2588,418.26172212234025,375.8561184925218,436.4720233117911,30.0,VERY_STEEP
R2589,374.19316803155294,360.6901855121034,414.3988900361986,30.0,VERY_STEEP
R2590,421.39526325065896,386.041270501246,463.5453422228222,30.0,VERY_STEEP
R2591,432.2534794384197,385.668821257812,464.3725028791173,30.0,VERY_STEEP
R2592,430.395850755252,412.04977422891477,459.93829717864566,30.0,VERY_STEEP
R2593,405.25009674078893,368.6391832913125,419.8076240659083,30.0,VERY_STEEP
R2594,402.0169892310751,388.86904616277474,415.37505569106645,30.0,VERY_STEEP
R2595,364.2875961339412,330.13739038043667,387.8701899564823,30.0,VERY_STEEP
R2596,427.53461504031355,410.97734620218546,449.9684612610093,30.0,VERY_STEEP
R2597,377.14093804467143,337.7027956240643,425.2871960832023,30.0,VERY_STEEP
R2598,399.66954228179463,377.6202904900383,441.0144519795318,30.0,VERY_STEEP
R2599,378.4274092927517,349.89176894056584,414.8243811031141,30.0,VERY_STEEP
R2600,363.3828362999693,329.40561461886443,394.0887598606735,30.0,VERY_STEEP
R2601,412.9557696891737,396.1048332625241,429.65047091823976,30.0,VERY_STEEP
R2602,355.43320348229037,315.76769073758555,404.5714703696617,30.0,VERY_STEEP
R2603,424.86452341262,402.7589097871474,449.86615134222836,30.0,VERY_STEEP
R2604,381.7586795261117,345.26380512960156,396.0357036240015,30.0,VERY_STEEP
R2605,350.01346930044855,333.6821472724736,379.7654251290784,30.0,VERY_STEEP
R2606,401.112913923723,363.588207555469,446.07283438824635,30.0,VERY_STEEP
R2607,354.68519085276034,339.55766794034184,400.1768309238535,8.94,MODERATE
R2608,377.6169557820899,350.60269593129055,388.0555924243478,30.0,VERY_STEEP
R2609,420.6976487455716,400.8094057960165,466.14947853562757,30.0,VERY_STEEP
R2610,356.2689621621866,316.3339521850593,377.1283308621809,30.0,VERY_STEEP
R2611,433.93384923560023,413.45244905532525,445.4927437943372,30.0,VERY_STEEP
R2612,350.3819922658583,305.11330001004245,394.29360308037326,30.0,VERY_STEEP
R2613,374.6823869201902,329.00957846392566,419.2370571597185,23.39,VERY_STEEP
R2614,424.09040561520715,406.2327530062957,457.93964880890115,30.0,VERY_STEEP
R2615,381.6270149729307,347.07317717262174,414.60436526478503,30.0,VERY_STEEP
R2616,360.18923880660134,346.68053313780274,402.71404971145813,30.0,VERY_STEEP
R2617,386.02339188004277,360.3619078959776,427.47577398845397,12.47,STEEP
R2618,377.03932863845256,338.50645945840165,422.6435475761607,30.0,VERY_STEEP
R2619,434.2711902160555,397.8942603420589,466.3810881199237,30.0,VERY_STEEP
R2620,381.3347917585143,346.34676498224997,430.04067546782665,30.0,VERY_STEEP
R2621,428.8932471776007,407.591612631103,478.73912041493423,30.0,VERY_STEEP
R2622,439.18721448107345,414.0662165036974,453.84899888101876,17.01,VERY_STEEP
R2623,393.38174195765293,379.2638961696415,437.3634923398178,30.0,VERY_STEEP
R2624,440.9943143854392,402.2334015680952,470.9872046953828,30.0,VERY_STEEP
R2625,387.73180539631926,357.57625352466835,413.23445892831256,30.0,VERY_STEEP
R2626,446.40784164901083,408.05721635518466,480.9307340443194,30.0,VERY_STEEP
R2627,358.92895245255727,338.97121146068235,371.16757474303756,30.0,VERY_STEEP
R2628,418.70192665032425,395.7243975049216,448.9603714010075,5.31,MODERATE
R2629,399.3814040456929,376.0127905552883,444.21702684675955,30.0,VERY_STEEP
R2630,388.7648805455647,377.73518415567605,407.3033411911235,27.23,VERY_STEEP
R2631,413.2711878748601,389.6292729616352,440.3267836656371,30.0,VERY_STEEP
R2632,420.38570916343315,378.2535262227118,467.9649446720282,30.0,VERY_STEEP
R2633,350.4363269650309,304.54438713504135,377.5788804772588,30.0,VERY_STEEP
R2634,366.6953088747199,335.9665762492828,391.03001416801584,13.64,STEEP
R2635,421.3046050634319,393.0845372546631,448.92607098836703,10.33,STEEP
R2636,416.63854135782066,405.40555660984586,447.4166520185229,1.72,FLAT
R2637,446.6047505128677,401.43657700945244,481.88440427812645,19.89,VERY_STEEP
R2638,426.1037790250783,415.58337048804344,468.13149106174757,12.5,STEEP
R2639,445.0772707731338,397.28726756472537,473.16135900370637,15.63,VERY_STEEP
R2640,420.2540501534807,390.6854002059571,462.9532875570863,16.43,VERY_STEEP
R2641,379.8052208639443,356.1278411209553,411.15404731802755,29.01,VERY_STEEP
R2642,360.5364922250856,313.5677548313792,384.07571263980475,30.0,VERY_STEEP
R2643,428.1823863344936,417.2067466100897,464.5004194592701,19.24,VERY_STEEP
R2644,414.4149221475916,381.1579263528281,453.12381233733123,30.0,VERY_STEEP
R2645,354.8186012393296,322.8613002593561,387.14056026450913,30.0,VERY_STEEP
R2646,386.00504659009783,367.23223054164254,398.2696455154868,21.62,VERY_STEEP
R2647,445.6799815484286,418.5244842944202,462.4752965548616,8.36,MODERATE
R2648,400.0401145710201,363.9495543332693,421.4520234066293,6.38,MODERATE
R2649,393.27291360197046,354.18766572669335,414.5779378400302,30.0,VERY_STEEP
R2650,395.76996051592937,385.7412861676662,432.7067925258042,30.0,VERY_STEEP
R2651,370.88827240051637,323.41413519687575,381.6222188674617,30.0,VERY_STEEP
R2652,386.87071708647954,370.28970219076706,427.09798816846035,5.84,MODERATE
R2653,386.98132559871766,367.6381082298233,407.59502459099497,8.26,MODERATE
R2654,355.23550201874724,334.6965641909933,377.63637586739134,9.03,MODERATE
R2655,426.75676285179185,415.24395738971043,457.8731559695488,6.91,MODERATE
R2656,391.6504431903879,376.72835824677486,410.2874672279462,30.0,VERY_STEEP
R2657,432.21798868164234,382.7639917638759,477.5968412246634,27.03,VERY_STEEP
R2658,435.0348001119895,412.4261306168981,448.4495512850521,14.54,STEEP
R2659,371.1994054698658,356.5873618563038,398.97469996190836,25.43,VERY_STEEP
R2660,415.73534821701287,401.45569777002794,459.71223899520845,28.82,VERY_STEEP
R2661,397.2281804162982,358.4497817094993,431.86193619314764,5.67,MODERATE
R2662,438.0156737921485,393.83292723084287,459.7088544258538,30.0,VERY_STEEP
R2663,371.57406791764544,351.29597593730665,398.40447622870386,30.0,VERY_STEEP
R2664,417.78132003100444,406.944939537595,456.04909524470503,30.0,VERY_STEEP
R2665,410.77521222527224,391.851611487458,459.7056419598282,27.85,VERY_STEEP
R2666,379.5301477571833,367.26952012531297,425.2556964923606,23.8,VERY_STEEP
R2667,363.66009036511724,349.52429289991557,387.3574027004123,1.05,FLAT
R2668,415.16397604772766,387.903651253822,465.091891219242,9.47,MODERATE
R2669,423.8597458132331,404.6630109787678,433.9999323544754,30.0,VERY_STEEP
R2670,381.562734376335,350.9248992353181,392.6679246086716,4.4,GENTLE
R2671,414.4832604022314,394.3435102719438,457.4368810090791,30.0,VERY_STEEP
R2672,389.51309076115035,341.8915987170324,407.49159823447246,30.0,VERY_STEEP
R2673,421.3206883282618,375.08292961121117,433.75145906411143,30.0,VERY_STEEP
R2674,369.9215274894053,337.2492832889867,389.40745041886544,0.96,FLAT
R2675,439.02150026361744,414.844540584122,466.06550642285185,30.0,VERY_STEEP
R2676,378.740959646558,353.49508436516857,417.9636104638942,30.0,VERY_STEEP
R2677,386.7785987756153,360.30450744983546,421.7520198376635,6.99,MODERATE
R2678,355.80919520803496,316.7060223226372,375.3140439104518,30.0,VERY_STEEP
R2679,361.1512212321276,333.08566141137413,391.282039156151,30.0,VERY_STEEP
R2680,401.5861902712328,357.3169924109969,448.63475448717554,30.0,VERY_STEEP
R2681,376.75926767279714,328.99547623558254,419.35957875214746,13.72,STEEP
R2682,433.54802257421943,410.11017643906206,456.47561396749114,30.0,VERY_STEEP
R2683,351.4693388654954,319.0415596104682,400.7599213197232,15.82,VERY_STEEP
R2684,387.90940486719364,374.1071433938911,426.2542208845989,5.11,MODERATE
R2685,383.7345546769093,365.71579276625494,396.23252890358054,1.89,FLAT
R2686,351.9327630917601,325.39413242335365,363.3391916233056,7.09,MODERATE
R2687,362.43683990005104,344.1887312639799,379.17315786045225,9.05,MODERATE
R2688,391.36426749186353,346.3018478603148,430.47850221386943,30.0,VERY_STEEP
R2689,399.28645844474465,382.9550082023807,416.6360154784418,24.92,VERY_STEEP
R2690,390.4289747254869,362.20254186336325,420.88844549384027,18.73,VERY_STEEP
R2691,403.0937678412094,368.86579822281436,416.82417264844264,30.0,VERY_STEEP
R2692,409.51316749056815,371.83861116413436,456.34861380377595,28.1,VERY_STEEP
R2693,350.99238211278356,325.6696073237233,374.75080665612626,30.0,VERY_STEEP
R2694,396.4095159453504,351.6455531963612,442.7347982077756,30.0,VERY_STEEP
R2695,446.3499240887588,413.6171580456418,494.1449497651806,30.0,VERY_STEEP
R2696,401.90322801295486,374.3229167950528,412.14837390550207,30.0,VERY_STEEP
R2697,417.7542267458953,405.06460138381385,446.3196342338446,30.0,VERY_STEEP
R2698,381.18638579168834,352.5988070538817,392.17262801996407,30.0,VERY_STEEP
R2699,427.3991378152763,384.56970418264706,473.7468484673925,30.0,VERY_STEEP
R2700,427.29214818761153,392.7105074587589,458.0284499769946,16.01,VERY_STEEP
R2701,402.1296047654139,358.84310661624914,415.12736527335375,3.99,GENTLE
R2702,447.6013823279213,417.8409155039491,462.012451458984,30.0,VERY_STEEP
R2703,362.5550214762653,347.81655327248603,387.89538245597487,1.65,FLAT
R2704,351.6947664889581,341.1491726555229,399.3041342038737,30.0,VERY_STEEP
R2705,427.0158211757096,404.88703930696596,464.73218723843286,12.06,STEEP
R2706,430.71555373648823,392.79593487657655,475.42030838405356,2.41,GENTLE
R2707,362.02072291205764,320.41032675438987,386.6789887656568,13.38,STEEP
R2708,376.55828329586063,354.7281699110475,388.2868312778606,1.89,FLAT
R2709,351.7552363366629,321.92907950133304,400.7279418248395,0.36,FLAT
R2710,379.33086107805644,352.4861049006932,390.0177807045512,0.17,FLAT
R2711,427.31418739186716,400.8932760178101,475.2202535151107,30.0,VERY_STEEP
R2712,401.7960527712579,382.54210424325186,426.5431497252237,5.46,MODERATE
R2713,384.8095593168288,369.3547151156505,395.2131755177041,4.19,GENTLE
R2714,387.17392949063304,369.3063871613845,424.74021875961336,7.06,MODERATE
R2715,350.1353625715468,337.92206708501294,399.35697473280095,3.31,GENTLE
R2716,379.9800527565236,362.0548230835805,428.6050816700273,7.42,MODERATE
R2717,414.64587416379305,404.2778382587779,431.0833546118898,16.08,VERY_STEEP
R2718,447.4194443816357,412.32910835619657,464.6693566242819,1.91,FLAT
R2719,434.70608269838993,412.0510664028826,467.3276392831763,0.7,FLAT
R2720,352.35949646455293,303.4337080074766,387.8516895216859,5.28,MODERATE
R2721,439.8560604674839,422.107378436432,479.4327770141185,30.0,VERY_STEEP
R2722,428.3198413298626,404.4866985174788,445.5618557487485,30.0,VERY_STEEP
R2723,428.03761235709806,403.72396601143674,476.3978958276754,30.0,VERY_STEEP
R2724,395.7995759003571,385.4615160578587,431.3491461519266,30.0,VERY_STEEP
R2725,389.8005292954503,346.232211173872,433.6824060502725,0.68,FLAT
R2726,380.29157288331925,369.01179447754623,411.8942014946861,0.34,FLAT
R2727,356.56948589543657,308.9622925062669,383.14055979903185,30.0,VERY_STEEP
R2728,372.82353634936993,327.1405623056251,421.91085261316977,0.63,FLAT
R2729,374.66036349780245,343.2394868543639,407.9452183305959,0.43,FLAT
R2730,398.40770697102016,366.6638839745685,443.0826502829873,0.51,FLAT
R2731,424.7444406596694,388.59332374142315,472.876136514321,0.56,FLAT
R2732,397.3809828397947,371.8989823623992,434.39516792014103,1.4,FLAT
R2733,355.78444494471603,319.89555360880183,387.74199208546304,1.02,FLAT
R2734,445.7789800988204,433.9882445512809,455.9194141352464,1.11,FLAT
R2735,444.27243190941124,432.1105268154222,455.87321753897146,7.19,MODERATE
R2736,428.5189543148408,400.229737530059,446.55300295688545,11.62,STEEP
R2737,449.13279015642206,417.14789811218066,466.5731274306619,30.0,VERY_STEEP
R2738,404.4482332800263,358.93552766659354,424.6385850880201,2.88,GENTLE
R2739,446.2768350253206,432.09040966900477,468.474220533227,30.0,VERY_STEEP
R2740,357.5605040616751,314.6545869739195,381.9631238037042,3.19,GENTLE
R2741,386.56807482613715,368.16618133445434,413.3895824288922,30.0,VERY_STEEP
R2742,372.5381268006766,346.7747808602753,386.49278033891716,5.14,MODERATE
R2743,369.583308413427,346.91921102033047,381.27778569153827,13.52,STEEP
R2744,364.08029488926763,338.07408397465167,401.0380728521886,5.96,MODERATE
R2745,412.2413641565997,396.22154423369625,443.73475715032276,30.0,VERY_STEEP
R2746,428.1321855747305,397.9893825985883,455.8979536635353,30.0,VERY_STEEP
R2747,407.8298399420361,365.7641363487814,443.2074375887702,30.0,VERY_STEEP
R2748,364.69627095882095,337.0349105436651,407.80344724696255,30.0,VERY_STEEP
R2749,431.1123769933471,401.4878339574191,458.22009335799527,11.2,STEEP
R2750,413.59547071637286,369.6447673051203,449.240249318452,2.47,GENTLE
R2751,388.81657061269954,350.57424602717833,436.95945956610586,30.0,VERY_STEEP
R2752,417.4130295536063,387.7948532128149,460.99800938806874,30.0,VERY_STEEP
R2753,375.99049792428326,355.68267199671607,403.03053034437966,30.0,VERY_STEEP
R2754,384.51922084942106,339.1221509756224,420.30789436201076,30.0,VERY_STEEP
R2755,441.74858431319905,408.6677682455767,458.83142118983665,30.0,VERY_STEEP
R2756,379.05045056714204,360.2045461627143,411.47133796294565,30.0,VERY_STEEP
R2757,396.9988268157937,376.23403671027324,446.2519584613314,30.0,VERY_STEEP
R2758,439.01411373960144,396.8887901821516,469.7467183477023,30.0,VERY_STEEP
R2759,420.7721350267527,409.0063125432545,467.8776669943586,30.0,VERY_STEEP
R2760,356.2203226164703,306.5366351353175,382.51371943660075,30.0,VERY_STEEP
R2761,364.730304427897,349.5162372393053,414.68409751528225,30.0,VERY_STEEP
R2762,350.7841590771917,308.9414180613142,383.95296048629405,30.0,VERY_STEEP
R2763,413.09217902291635,387.30116635204905,424.7829387923537,30.0,VERY_STEEP
R2764,394.76734254104184,365.0786952095432,428.23753440869734,30.0,VERY_STEEP
R2765,363.42748509022755,318.20146199164446,384.4103929174114,30.0,VERY_STEEP
R2766,445.793412105677,419.27696452210847,457.0926649871128,30.0,VERY_STEEP
R2767,402.965972394562,371.46622224763263,445.8001045823486,30.0,VERY_STEEP
R2768,374.1893294112889,362.2173429149221,395.21851489051915,6.51,MODERATE
R2769,400.06035711547077,389.9664581607726,441.9222992773307,28.18,VERY_STEEP
R2770,417.96203327351077,398.1700383534417,439.4907365917455,30.0,VERY_STEEP
R2771,357.62392179735645,320.40059808060573,375.3969759523074,3.62,GENTLE
R2772,377.4703815047892,362.61978577042373,426.4278044689663,0.72,FLAT
R2773,430.69654908839937,416.1460707362174,455.16236219860014,0.44,FLAT
R2774,395.96648704026614,369.52806271883003,430.02153549799255,2.01,GENTLE
R2775,404.6577142032295,368.74423265890044,439.0569739158083,21.05,VERY_STEEP
R2776,393.2816002209469,354.7987205310297,425.700539507887,25.4,VERY_STEEP
R2777,354.3899942643005,337.25196730036555,400.9778240051491,9.82,MODERATE
R2778,366.5749779820156,353.39145208713387,403.5526208366903,7.79,MODERATE
R2779,394.5541638741891,346.93828251636734,420.7034840383863,30.0,VERY_STEEP
R2780,370.91854654079276,350.4918912383087,415.4137619217637,28.29,VERY_STEEP
R2781,354.9979028659679,310.8640429616189,372.2404188306065,25.31,VERY_STEEP
R2782,434.3649664051824,389.82530838666963,466.1344367095991,30.0,VERY_STEEP
R2783,448.1192529164116,407.21834924590985,496.1412677941619,30.0,VERY_STEEP
R2784,429.31428739967396,412.56094313357113,464.3301925948905,30.0,VERY_STEEP
R2785,435.3784921704667,392.5064338002987,478.05723018946173,2.1,GENTLE
R2786,374.19771303170455,333.4276906620411,410.3401420535123,1.89,FLAT
R2787,446.06269755131996,412.1937779470713,489.63753209283556,1.64,FLAT
R2788,369.6925704453428,346.2044890385847,417.47208563915257,1.51,FLAT
R2789,445.14298103618324,424.64263686552147,466.05985013749273,30.0,VERY_STEEP
R2790,449.4819293965951,434.60636091338074,466.26837264686384,30.0,VERY_STEEP
R2791,421.1722805746049,390.78199789857,450.5319105879065,30.0,VERY_STEEP
R2792,448.11437317918217,414.70393815878833,486.1888702521508,30.0,VERY_STEEP
R2793,406.9539779567104,382.5804183360789,426.04162808399906,2.7,GENTLE
R2794,375.95417831760903,346.9398156103743,386.1182363348157,0.99,FLAT
R2795,393.6995885665621,369.15901027179143,417.41699320003033,1.16,FLAT
R2796,409.3560935378786,373.71585124505054,458.11046695659013,6.03,MODERATE
R2797,357.3081562027015,311.257787890839,395.1068546269354,3.08,GENTLE
R2798,412.2343264617246,395.6775159798468,438.28734421937355,30.0,VERY_STEEP
R2799,448.11778367622946,422.8614312801045,465.82082757010306,16.59,VERY_STEEP
R2800,369.0107649783728,353.37602082033834,393.25435192856264,30.0,VERY_STEEP
R2801,429.2595116288383,394.26176081252504,446.0530889608882,18.99,VERY_STEEP
R2802,440.78987937796194,401.6350589984181,455.04211223048,30.0,VERY_STEEP
R2803,444.3701592820221,397.09364997812384,490.6398541849242,30.0,VERY_STEEP
R2804,446.0135604405447,424.85868339010614,495.91957397556365,3.04,GENTLE
R2805,402.1459638721472,354.13751563753,418.71054145597884,6.45,MODERATE
R2806,447.7307907991504,435.2002839263234,459.9116931542816,30.0,VERY_STEEP
R2807,425.7310207134439,391.6104661788604,448.9202649992924,3.88,GENTLE
R2808,366.1671436236962,353.88183484996296,394.6335108541528,2.76,GENTLE
R2809,397.690010646797,351.93904313631924,415.8828605298312,30.0,VERY_STEEP
R2810,421.8331175372004,390.64075525439824,443.89011400914274,3.18,GENTLE
R2811,374.7340315819083,337.9600975513965,392.7688610095746,3.28,GENTLE
R2812,414.06151835488873,370.79856131847066,455.0319410921868,30.0,VERY_STEEP
R2813,416.66004790466195,400.6476230053032,455.1631656345524,30.0,VERY_STEEP
R2814,366.2699743808566,354.72631190333124,401.66803501129584,17.53,VERY_STEEP
R2815,406.5085312452756,361.3532854087615,431.9972455284438,30.0,VERY_STEEP
R2816,427.1626910978608,404.56536199950347,473.5243287504302,30.0,VERY_STEEP
R2817,399.88956645359417,384.73041013650754,448.67086811499496,21.16,VERY_STEEP
