node_id,latitude,longitude
N003779,2809900.830175,454003.152746
N003780,2813291.473265,457616.956978
N003781,2783294.963877,424768.445857
N003782,2783305.926449,424754.588321
N003783,2781932.793038,420683.167709
N003784,2790959.58498,424479.200314
N003785,2794873.04541,430904.094623
N003786,2796159.911953,431057.043834
N003787,2796449.141432,431220.561996
N003788,2801444.398191,431517.598449
N003789,2789572.210928,434838.588165
N003790,2788365.545674,436837.975971
N003791,2789105.342504,435366.477716
N003792,2788033.361362,434979.273487
N003793,2784279.277053,433057.835576
N003794,2788666.369221,405354.223353
N003795,2788532.502804,407026.850325
N003796,2793408.52362,400807.946113
N003797,2793402.432753,400833.574065
N003798,2793345.565327,400638.652533
N003799,2793483.965376,401108.904543
N003800,2793483.579114,401125.378817
N003801,2793302.623312,401292.625933
N003802,2793707.293182,403440.720178
N003803,2794899.156106,401940.576558
N003804,2797348.882602,408065.575229
N003805,2797352.812427,408080.463029
N003806,2796848.30192,409913.215423
N003807,2789746.265176,414214.835047
N003808,2789733.693074,414204.762072
N003809,2785993.926769,414800.289092
N003810,2822643.006696,429152.537703
N003811,2822357.351864,425110.542238
N003812,2822749.943458,424608.717708
N003813,2822516.798224,424311.44558
N003814,2822285.825825,424151.378551
N003815,2822578.724411,424073.793785
N003816,2821299.366129,423853.57585
N003817,2822884.637366,424586.29499
N003818,2821281.71713,423845.113678
N003819,2817003.022203,423678.677276
N003820,2821659.565056,421736.905348
N003821,2823023.366271,424324.283251
N003822,2821618.082233,421725.074988
N003823,2820405.859808,420590.851502
N003824,2820398.694095,420577.863497
N003825,2819553.198186,417674.020659
N003826,2820211.552902,418526.781527
N003827,2820837.909762,416875.950136
N003828,2822041.802259,419001.311683
N003829,2822084.013282,419024.209236
N003830,2821889.46284,418923.839589
N003831,2821823.255187,418878.686251
N003832,2820491.538181,417096.745443
N003833,2824066.81053,420235.546004
N003834,2827734.883521,420563.014937
N003835,2826644.210817,420834.595941
N003836,2827779.628658,420564.356321
N003837,2828300.914853,420501.718026
N003838,2822635.034953,443174.895004
N003839,2820565.079515,439661.999334
N003840,2830137.469729,473175.682518
N003841,2830142.196056,473226.326238
N003842,2829864.925938,472052.139127
N003843,2832747.286716,477764.256608
N003844,2835942.627287,454447.582822
N003845,2827411.188663,437022.733081
N003846,2822764.743581,444327.916752
N003847,2824625.520436,446132.586858
N003848,2821675.173033,445672.713999
N003849,2823066.108415,443935.090306
N003850,2823032.792501,443975.836927
N003851,2823033.549804,443932.582287
N003852,2823839.135169,444240.769306
N003853,2823112.885593,443383.649399
N003854,2823132.127611,443285.590058
N003855,2826298.163852,451489.618785
N003856,2822837.304999,442573.923802
N003857,2822814.607432,444238.361872
N003858,2823120.736246,443389.098658
N003859,2823206.78066,443428.781685
N003860,2823539.457271,430061.701335
N003861,2817019.076249,428441.728715
N003862,2827348.387754,432549.156192
N003863,2824014.146736,430523.423628
N003864,2827406.327018,432538.670669
N003865,2827563.935338,436274.829053
N003866,2821242.060239,455595.452734
N003867,2820942.701523,455794.988928
N003868,2821242.946192,455568.774497
N003869,2820701.629446,389443.240436
N003870,2820424.633607,387462.292305
N003871,2820716.830401,389478.798166
N003872,2820868.701979,389777.79968
N003873,2820923.45942,389830.287518
N003874,2823494.685208,388487.449883
N003875,2818256.700619,391082.644092
N003876,2817750.757598,390943.89753
N003877,2817310.783624,396335.023731
N003878,2817111.379214,391935.642922
N003879,2816419.108036,397442.895358
N003880,2816656.110549,400367.516235
N003881,2818383.51526,407784.500068
N003882,2813648.465124,405223.776152
N003883,2813418.291248,404047.925158
N003884,2813652.98388,405231.591713
N003885,2810338.963715,404822.028625
N003886,2812521.949805,400817.974558
N003887,2812529.878426,400831.62066
N003888,2813147.754636,403297.683597
N003889,2805964.370182,406752.797165
N003890,2806649.102445,406300.879093
N003891,2807187.711734,407168.955366
N003892,2808243.482696,404626.306851
N003893,2805957.846649,406768.841211
N003894,2805123.348184,407983.360407
N003895,2805487.983023,407285.228919
N003896,2804378.652022,404859.471698
N003897,2806934.893961,406414.822836
N003898,2820356.844284,395992.894109
N003899,2820014.186551,391966.06118
N003900,2820355.014351,396225.646316
N003901,2820358.82928,396217.865774
N003902,2821537.94003,402036.673271
N003903,2821889.875998,403642.933452
N003904,2821772.216397,388130.25974
N003905,2817876.133331,381053.383868
N003906,2861066.716069,478994.558629
N003907,2859140.843456,475175.423482
N003908,2860348.498687,476547.657417
N003909,2859129.362131,475168.136966
N003910,2857890.896163,472202.594404
N003911,2861186.708603,481634.741174
N003912,2863392.18389,482961.545061
N003913,2867806.590257,476378.440502
N003914,2867900.722329,476619.54234
N003915,2867800.751872,476355.067582
N003916,2867796.950393,475803.885805
N003917,2867816.769547,475776.013654
N003918,2836302.909891,418992.61667
N003919,2836256.736137,419054.807451
N003920,2749832.957571,474458.794686
N003921,2749283.26849,474223.313494
N003922,2749276.416466,472605.051993
N003923,2749384.755086,471998.285722
N003924,2749264.515851,472631.578059
N003925,2747008.77854,470354.202965
N003926,2746858.033239,470457.681521
N003927,2747063.308234,470314.751902
N003928,2749560.046095,469467.7981
N003929,2744175.329557,487296.223072
N003930,2744237.714193,486023.361032
N003931,2746883.987608,494041.661455
N003932,2747340.357422,493888.753965
N003933,2750767.394108,491181.519483
N003934,2748295.538184,488330.277378
N003935,2748275.919096,488315.25742
N003936,2748144.034593,487275.762709
N003937,2750180.900897,490069.667241
N003938,2751084.540785,490056.672576
N003939,2751672.232295,488261.696956
N003940,2751625.275033,488363.523454
N003941,2751733.142437,488018.614467
N003942,2751128.625679,490189.19122
N003943,2740467.230486,488094.776901
N003944,2743415.59732,485537.71379
N003945,2853923.054827,452729.645849
N003946,2855632.982113,454284.88744
N003947,2858460.697071,456992.419967
N003948,2858480.429321,457006.724565
N003949,2858077.260988,456565.523205
N003950,2855655.774652,454265.340604
N003951,2858066.87951,456553.523245
N003952,2858526.765846,457101.495916
N003953,2859544.04886,458819.68179
N003954,2859540.120734,458836.333419
N003955,2864689.128002,492070.109887
N003956,2874221.319987,488100.515924
N003957,2873528.480473,487710.338611
N003958,2883182.583821,500145.659454
N003959,2869792.479227,499345.988512
N003960,2867407.612492,499357.225575
N003961,2867358.445472,499561.361166
N003962,2866858.279252,497992.261026
N003963,2865842.013422,505212.225472
N003964,2873366.531315,492936.486348
N003965,2873946.848927,492048.94175
N003966,2870527.028709,495468.719984
N003967,2870525.036821,495464.42427
N003968,2866434.391936,495488.417347
N003969,2865694.458451,494235.737069
N003970,2867884.351196,495467.346153
N003971,2868725.821309,495588.955449
N003972,2866675.662223,496051.624151
N003973,2862441.513188,496398.052076
N003974,2862304.40839,496421.396495
N003975,2861449.594429,498558.829736
N003976,2861574.112375,498778.119116
N003977,2862122.577706,498239.946559
N003978,2861836.581738,498556.18722
N003979,2861845.676195,498533.075928
N003980,2897704.869801,473871.927881
N003981,2898757.460749,469474.497612
N003982,2873512.401921,482035.254485
N003983,2872968.803737,479558.827555
N003984,2831302.282019,389302.740151
N003985,2831720.82208,389638.092654
N003986,2833005.982089,390412.731315
N003987,2858499.143078,490081.278675
N003988,2857897.160179,490012.700204
N003989,2875830.186691,484354.019279
N003990,2875841.359198,485379.530437
N003991,2875244.689483,485979.261867
N003992,2751433.462554,436297.424074
N003993,2752272.27721,435506.892762
N003994,2751512.829225,436301.347335
N003995,2750622.057203,435469.243493
N003996,2750801.53795,435197.448948
N003997,2889779.221118,423875.989457
N003998,2889767.01837,423879.347366
N003999,2892163.251196,425509.234839
N004000,2892182.459147,421153.427839
N004001,2891966.458827,426741.047131
N004002,2890676.980025,425285.715725
N004003,2757476.289614,349900.675553
N004004,2757473.538142,350801.173175
N004005,2757473.242622,350717.316029
N004006,2794162.118673,369903.077291
N004007,2794153.753066,369891.89705
N004008,2793917.126615,369621.398221
N004009,2794631.281484,370258.913548
N004010,2794645.649868,370272.477405
N004011,2795459.921122,371028.886809
N004012,2795449.772159,371012.988005
N004013,2795575.270289,371353.868846
N004014,2795588.485648,371706.668525
N004015,2791030.262535,368533.391664
N004016,2790280.002861,369614.710261
N004017,2790354.031504,370649.831316
N004018,2790350.455864,370678.622174
N004019,2789202.566662,370971.039694
N004020,2788759.753929,372174.244671
N004021,2791699.641904,372245.07977
N004022,2788779.262629,372189.079584
N004023,2793900.520904,369610.188499
N004024,2820203.282543,329339.25533
N004025,2769801.764707,365667.548857
N004026,2769648.004608,365259.863993
N004027,2767708.971045,364770.331697
N004028,2766313.36609,364868.39951
N004029,2761636.30041,366015.490947
N004030,2759387.086227,366796.72954
N004031,2761743.620803,365966.077948
N004032,2766241.860534,364838.08934
N004033,2763473.967204,365722.391357
N004034,2765762.998432,360866.440437
N004035,2767665.343373,363134.618831
N004036,2750022.386087,383475.41076
N004037,2763383.194203,359023.647036
N004038,2762514.228981,356739.160777
N004039,2761286.251393,354861.454169
N004040,2753534.42812,386511.561783
N004041,2884326.574957,468499.403744
N004042,2882937.30294,465543.786197
N004043,2877949.862435,468769.977452
N004044,2877225.579847,468689.343492
N004045,2877983.380425,468762.682993
N004046,2877181.450083,469285.892997
N004047,2877828.819445,469729.322135
N004048,2877937.042496,468772.768571
N004049,2780717.64093,356388.720238
N004050,2780925.55868,356429.544089
N004051,2780132.115638,357373.724617
N004052,2779102.027961,358180.089346
N004053,2780408.846677,354675.264469
N004054,2780702.967063,356495.475376
N004055,2772544.374361,406427.479931
N004056,2774528.595012,404900.600292
N004057,2774838.984663,403451.0875
N004058,2774843.331399,403414.367364
N004059,2775092.758632,401593.441632
N004060,2779667.935649,352979.803637
N004061,2780406.47472,354657.794971
N004062,2771274.026864,402891.483026
N004063,2773333.068384,402833.992084
N004064,2781685.393599,356985.450722
N004065,2784484.269471,358845.864761
N004066,2783681.999875,355222.104837
N004067,2781408.853712,356368.265791
N004068,2768540.339131,399801.996915
N004069,2766728.339942,398736.54433
N004070,2766697.520746,398622.786531
N004071,2766674.998672,398543.168885
N004072,2776024.526617,348869.49638
N004073,2779275.275583,352690.42705
N004074,2765349.357553,394122.870059
N004075,2765087.062338,392770.773922
N004076,2776944.700567,353810.106042
N004077,2779603.786545,353035.540284
N004078,2776748.296208,395953.102011
N004079,2776743.655811,395934.26962
N004080,2776295.6728,395200.070018
N004081,2776293.536569,395159.624609
N004082,2776194.714724,394528.66473
N004083,2776192.753249,394497.366949
N004084,2775925.884061,393441.551765
N004085,2775918.790119,393415.42681
N004086,2776045.398736,392044.376621
N004087,2776130.427102,392028.249334
N004088,2776343.082161,391313.400783
N004089,2776345.626071,391291.618048
N004090,2779054.262666,358239.975223
N004091,2778837.17808,359527.6926
N004092,2775928.015589,348802.517478
N004093,2775553.326845,348745.078053
N004094,2780136.806584,357365.797864
N004095,2887469.67929,361211.21438
N004096,2887463.974474,361220.545687
N004097,2887447.597854,361230.243378
N004098,2893976.045544,370128.235626
N004099,2893967.727874,370129.192117
N004100,2897022.16724,375870.163413
N004101,2888685.182206,379752.856089
N004102,2888615.834442,378976.715938
N004103,2890533.091185,376246.113936
N004104,2890330.147283,376002.968777
N004105,2781678.846596,356942.380985
N004106,2781679.788966,356948.611659
N004107,2780943.155583,356437.231569
N004108,2780953.85473,356444.644529
N004109,2779652.493039,352911.327897
N004110,2776387.208471,353745.902577
N004111,2774265.912871,361797.835114
N004112,2774247.011913,361819.089536
N004113,2780323.567629,367760.228103
N004114,2780322.362185,367837.500509
N004115,2780104.423145,366622.316243
N004116,2778296.188683,359487.970914
N004117,2776352.314976,360155.573327
N004118,2776333.822196,360170.230111
N004119,2775373.308738,398517.317715
N004120,2775362.60458,398455.698582
N004121,2775337.420529,398298.344022
N004122,2775332.28089,398265.84156
N004123,2775376.602422,410386.01958
N004124,2769379.61858,407523.940164
N004125,2768534.389766,406387.73831
N004126,2774641.940578,404634.631609
N004127,2774621.955442,404507.495732
N004128,2774622.768843,404487.82471
N004129,2774759.497472,405002.30863
N004130,2775703.079137,397605.892391
N004131,2775706.884331,397529.91112
N004132,2775710.455884,397479.140359
N004133,2775192.943299,396990.31468
N004134,2776593.142415,397938.244317
N004135,2774532.529378,404887.486331
N004136,2774689.557536,404885.475994
N004137,2773376.201168,402835.90321
N004138,2774836.014663,402699.375382
N004139,2774957.485812,399304.119286
N004140,2774967.289546,399287.278551
N004141,2769382.216064,406244.792536
N004142,2769414.627119,406227.580828
N004143,2768916.052187,406801.353632
N004144,2768479.246338,406356.03122
N004145,2771137.770569,406317.628224
N004146,2771093.082511,406313.205549
N004147,2769994.230267,406156.187485
N004148,2770345.442045,406227.304711
N004149,2765475.238245,395014.462952
N004150,2765474.932633,394993.680044
N004151,2765650.678246,395496.733106
N004152,2765331.424954,397749.666451
N004153,2765641.63068,395538.719048
N004154,2774804.071443,400614.561786
N004155,2774797.597805,400598.690482
N004156,2891479.902856,367439.824823
N004157,2775095.574769,401557.740171
N004158,2775394.920759,407821.47229
N004159,2775296.990088,405946.75747
N004160,2766692.542296,398489.258964
N004161,2766790.26009,398389.968101
N004162,2775281.227922,405902.315349
N004163,2765351.338908,394147.329853
N004164,2765359.181162,394383.56897
N004165,2765333.26513,397773.1353
N004166,2763901.868654,392003.845166
N004167,2747193.86144,334329.386115
N004168,2747072.01943,334281.824683
N004169,2742653.990854,333104.712351
N004170,2770012.357331,406158.047354
N004171,2772895.752989,400130.387632
N004172,2772869.394657,400132.000158
N004173,2774717.162773,400278.856492
N004174,2770989.938266,399974.149888
N004175,2771019.780205,400014.005437
N004176,2771027.954268,400139.412034
N004177,2770825.353141,398732.872353
N004178,2770989.071618,400148.4592
N004179,2770971.87334,400154.436798
N004180,2780699.473801,356512.660281
N004181,2781400.091892,356368.294184
N004182,2841786.050377,407298.060005
N004183,2817868.633467,434891.685225
N004184,2818524.341642,434764.391025
N004185,2817933.531831,434895.609601
N004186,2817518.22956,435047.284621
N004187,2818252.868477,435224.638523
N004188,2817115.633513,435508.298472
N004189,2817082.086285,435568.806343
N004190,2817147.004842,436293.106176
N004191,2817061.0164,436612.219204
N004192,2815501.508448,438664.18408
N004193,2817053.999709,440602.304159
N004194,2814684.332966,440832.8984
N004195,2814638.16103,440841.321505
N004196,2815094.866608,450010.40082
N004197,2814960.467905,451110.704892
N004198,2820030.737534,416866.892953
N004199,2820021.442421,416728.550519
N004200,2819559.512217,417973.112784
N004201,2819678.564417,417902.86943
N004202,2819551.263616,417655.453601
N004203,2818477.420939,419675.625483
N004204,2818420.561241,419901.501982
N004205,2818096.335494,421765.666426
N004206,2818065.897416,421834.790776
N004207,2816896.3959,422901.446261
N004208,2816836.333791,423000.468663
N004209,2817211.389895,428538.01849
N004210,2816849.563761,428688.15367
N004211,2821763.609454,464956.462999
N004212,2893857.5724,376658.717707
N004213,2896754.392889,375766.387623
N004214,2896756.410885,375783.537367
N004215,2897009.237863,375769.727763
N004216,2896767.920756,375724.490712
N004217,2894352.265321,376841.148866
N004218,2894341.815998,376842.689137
N004219,2893910.711314,376686.542964
N004220,2893905.12098,376689.658794
N004221,2893907.909177,376662.00479
N004222,2894272.321353,376800.265581
N004223,2895811.869237,374832.990473
N004224,2896054.963532,374983.211071
N004225,2897112.806305,374942.494089
N004226,2896102.878363,375239.293379
N004227,2895473.063256,376014.359344
N004228,2897314.686372,375250.017469
N004229,2771941.524191,437909.615856
N004230,2773069.838912,437352.022497
N004231,2773059.591767,437420.426931
N004232,2798933.871869,437811.4664
N004233,2786924.917272,436762.155174
N004234,2829972.533253,388481.804005
N004235,2830110.905398,388937.712004
N004236,2766921.672143,448760.161283
N004237,2765958.635518,449760.393583
N004238,2766926.453073,448722.503217
N004239,2765922.227822,449757.030806
N004240,2767407.931927,446944.214129
N004241,2767419.049078,446910.123997
N004242,2764120.708369,443664.733306
N004243,2764059.703745,443044.377123
N004244,2767044.015173,443528.459859
N004245,2767022.242222,443513.012913
N004246,2767050.133318,443580.731097
N004247,2764056.731384,443018.902114
N004248,2764010.047514,442068.956189
N004249,2765213.016737,425367.313486
N004250,2765096.302452,425091.138692
N004251,2752311.490095,379875.316347
N004252,2752302.023783,379812.868767
N004253,2752728.747377,385398.933423
N004254,2752898.474392,382731.933267
N004255,2761530.229474,425737.819567
N004256,2762769.286826,427679.44784
N004257,2762279.03412,426809.814443
N004258,2762266.500229,426786.733363
N004259,2761276.171699,425438.882072
N004260,2760575.274232,424622.475819
N004261,2760629.984415,424685.861403
N004262,2760256.398777,424220.074271
N004263,2759486.883414,423197.241994
N004264,2759513.21242,423231.645288
N004265,2759171.662047,422766.626676
N004266,2759162.024055,422755.506853
N004267,2757364.872764,420007.053559
N004268,2756701.306916,417242.351465
N004269,2756739.233516,417408.080096
N004270,2756664.512442,417027.035934
N004271,2769095.503337,421484.617261
N004272,2769025.867172,421848.189789
N004273,2769015.822788,421886.965106
N004274,2768174.165056,423929.302366
N004275,2768130.185356,423950.165069
N004276,2767515.07391,424213.857135
N004277,2767465.962269,424237.669962
N004278,2766203.530348,424892.727641
N004279,2755637.122389,371917.703425
N004280,2750478.248856,371758.386849
N004281,2744907.595552,374236.407294
N004282,2775658.330095,374465.217698
N004283,2773326.169887,377267.397998
N004284,2773987.609514,375377.575955
N004285,2772904.50026,377568.536251
N004286,2773036.50486,377491.259373
N004287,2773842.105966,372966.083135
N004288,2773772.709386,372905.104099
N004289,2774782.761054,374456.52487
N004290,2772889.517407,371962.277558
N004291,2772611.745155,370089.907057
N004292,2782807.926534,368076.524768
N004293,2782951.549031,368413.336896
N004294,2782813.859684,368047.247058
N004295,2783079.616687,368704.426643
N004296,2782780.765346,367893.34304
N004297,2783718.938785,369597.98357
N004298,2782219.231648,372939.179531
N004299,2784279.43364,373346.294926
N004300,2785900.100694,374467.454555
N004301,2786058.070023,375135.112628
N004302,2784662.904464,375017.247728
N004303,2788449.5478,397903.654368
N004304,2788661.799722,397343.566347
N004305,2788858.325459,396628.247581
N004306,2785176.7256,398250.771321
N004307,2784987.830392,397944.354289
N004308,2785002.61728,397926.425887
N004309,2777759.60844,389000.798321
N004310,2775930.792143,388881.497452
N004311,2778877.417718,388888.084931
N004312,2778763.081194,388956.925222
N004313,2780233.510186,388813.447283
N004314,2780281.902625,388781.661769
N004315,2792653.704246,355342.42979
N004316,2792663.282017,355326.19187
N004317,2888274.600098,384655.150088
N004318,2887676.328826,384626.736607
N004319,2808270.342855,339078.056399
N004320,2788713.359932,332447.565535
N004321,2788755.453481,332454.022164
N004322,2800131.964005,336164.481362
N004323,2800519.185444,336444.945465
N004324,2800858.620336,336981.929867
N004325,2783651.634196,331821.661067
N004326,2785275.121027,329715.617719
N004327,2771029.231183,416591.08013
N004328,2771056.262059,416526.038409
N004329,2819302.372157,416749.47577
N004330,2776048.055165,411011.915794
N004331,2790696.996693,372418.565032
N004332,2790693.114372,372402.721057
N004333,2789430.385643,373215.220002
N004334,2787095.143267,377749.887459
N004335,2787089.860552,377735.106878
N004336,2785582.333227,380404.193495
N004337,2795522.600201,385147.328412
N004338,2799549.106448,389629.171176
N004339,2890620.318351,400618.094781
N004340,2891280.841038,401232.656863
N004341,2889994.069197,400487.526716
N004342,2896411.184709,383803.854362
N004343,2896918.45233,384381.639085
N004344,2896393.063449,383772.869531
N004345,2895989.233446,383010.876903
N004346,2895353.22964,368699.2189
N004347,2895349.421648,368712.094983
N004348,2895358.622749,368709.239284
N004349,2895346.579709,368702.840092
N004350,2895347.356063,368710.414784
N004351,2896463.156376,379887.487366
N004352,2896457.588801,379885.836709
N004353,2896573.699761,378534.210046
N004354,2896567.721745,378535.003602
N004355,2896386.586848,380403.604077
N004356,2896716.188306,376712.613265
N004357,2896771.401279,375885.084046
N004358,2896767.762423,375793.070782
N004359,2896717.592137,376697.774932
N004360,2896769.151828,376285.247745
N004361,2896196.625428,381594.559725
N004362,2887547.405637,359901.241791
N004363,2889304.943635,361466.411572
N004364,2880304.374268,358364.245086
N004365,2884169.334114,358015.949719
N004366,2884273.709889,358039.357195
N004367,2884301.509313,358045.002475
N004368,2885660.81565,357757.171002
N004369,2885655.236592,356519.013774
N004370,2885648.344842,356505.042489
N004371,2885644.445962,356502.978768
N004372,2884208.719945,355868.121891
N004373,2884196.403077,355835.889581
N004374,2885513.925527,357599.666333
N004375,2884755.307489,356989.66496
N004376,2884211.83375,355877.060782
N004377,2883583.495139,354405.554612
N004378,2884192.891128,354691.280946
N004379,2884143.265593,354664.074195
N004380,2883696.414066,354529.612657
N004381,2885055.164341,348715.751619
N004382,2882267.185424,348641.527247
N004383,2885089.03703,348763.907379
N004384,2885075.676983,348764.822864
N004385,2885085.195312,342220.876418
N004386,2884863.091319,342773.6098
N004387,2884241.421903,342144.725816
N004388,2886675.996177,334468.73537
N004389,2878961.836838,331431.239132
N004390,2882913.759148,330389.853662
N004391,2882264.505096,329016.69056
N004392,2879023.32397,330996.599952
N004393,2879001.775839,331011.08662
N004394,2878972.969254,331008.561806
N004395,2878750.757107,331046.811559
N004396,2874905.194649,337490.749113
N004397,2872886.137358,337842.228634
N004398,2889124.682397,371512.852084
N004399,2781408.737082,400485.187275
N004400,2782372.306986,400866.650321
N004401,2775245.36478,410969.801813
N004402,2826959.439254,329226.161562
N004403,2826766.915172,328654.123597
N004404,2826245.006819,331465.713979
N004405,2826931.506618,329270.587003
N004406,2895809.50853,350124.748352
N004407,2897327.350787,350013.142311
N004408,2771382.766842,336054.681676
N004409,2828127.044414,388916.217409
N004410,2828077.676818,389463.008635
N004411,2828087.69953,389417.693351
N004412,2828093.938686,389441.313255
N004413,2828086.166202,389440.987612
N004414,2828100.757536,389480.51944
N004415,2828088.33488,389470.641613
N004416,2828096.112445,389458.329285
N004417,2828081.637837,389470.184256
N004418,2828202.852183,387795.205655
N004419,2828220.392281,387812.793244
N004420,2828336.814014,387703.146381
N004421,2828300.255483,387688.35211
N004422,2828218.754948,387811.252464
N004423,2828307.732715,387868.509927
N004424,2828350.798168,387815.527978
N004425,2828630.487417,390833.019555
N004426,2828483.701118,390855.997721
N004427,2828497.089504,390818.385551
N004428,2828475.478128,390829.530141
N004429,2828775.702302,389833.91244
N004430,2828672.854637,389238.881509
N004431,2828663.677715,389224.96231
N004432,2828667.738842,389237.402472
N004433,2828681.45441,389202.296305
N004434,2828680.351033,389224.447888
N004435,2828667.687616,389220.907038
N004436,2828662.800098,389230.610738
N004437,2828511.450503,388869.833895
N004438,2829526.20402,388815.351584
N004439,2753852.55213,385118.549893
N004440,2746096.747745,423959.754985
N004441,2746118.312233,423880.714822
N004442,2746414.301307,423637.752232
N004443,2746522.743878,423631.925775
N004444,2746288.433228,423698.811164
N004445,2746280.569062,423805.282052
N004446,2743985.452332,484455.206092
N004447,2744340.601329,484817.912022
N004448,2746220.409572,474826.329548
N004449,2893227.340946,378456.299956
N004450,2892842.402976,378580.424098
N004451,2891773.072186,379231.227306
N004452,2891971.305795,379495.124945
N004453,2892025.563429,379448.298024
N004454,2891950.049012,379547.696987
N004455,2891748.361146,379195.264472
N004456,2892364.810208,379098.83838
N004457,2892233.020481,379235.281142
N004458,2891694.066339,379057.745166
N004459,2891863.740837,379633.339871
N004460,2891834.376826,379664.311766
N004461,2891950.039288,378731.563697
N004462,2885613.410779,355904.181921
N004463,2885666.118595,355987.477043
N004464,2885541.420586,356333.077204
N004465,2885423.965428,356825.872583
N004466,2884736.233266,356972.317882
N004467,2884747.441395,356982.665515
N004468,2884743.58106,356979.101557
N004469,2885520.908199,356330.700199
N004470,2884892.243411,356643.632728
N004471,2885488.682178,356499.622834
N004472,2885016.569813,356394.210559
N004473,2885318.983602,356461.949363
N004474,2885227.096046,356918.939624
N004475,2885588.192206,355995.829461
N004476,2885292.839063,355930.899861
N004477,2885261.098899,356733.985732
N004478,2885064.990897,356778.870321
N004479,2885439.518921,356759.336577
N004480,2885275.230566,356731.309903
N004481,2829845.165717,388360.913271
N004482,2885640.239707,356511.72587
N004483,2827494.770851,387087.007962
N004484,2827454.543603,387077.826329
N004485,2820694.029329,389912.107658
N004486,2819167.311033,391273.415844
N004487,2768948.004626,442997.466262
N004488,2759338.472421,366809.526487
N004489,2758415.758665,367008.897762
N004490,2775200.978455,410968.18056
N004491,2775107.041455,411009.58032
N004492,2895537.986335,421906.672542
N004493,2889220.368501,419778.752088
N004494,2894289.121319,421551.256752
N004495,2887923.600324,370722.884253
N004496,2887884.925708,370688.665248
N004497,2749110.204054,461049.227383
N004498,2749019.10725,461017.953628
N004499,2748518.534224,460632.802213
N004500,2748659.315923,460737.217323
N004501,2762057.931692,451378.187762
N004502,2762649.571572,451619.484185
N004503,2750381.311872,455709.028368
N004504,2750366.68621,455715.365797
N004505,2750643.355254,455338.659037
N004506,2750368.145699,455657.566572
N004507,2775991.855166,396848.302159
N004508,2776759.210813,396251.303827
N004509,2781417.862062,387892.706513
N004510,2894115.428293,367243.151154
N004511,2894619.852713,367183.03132
N004512,2894609.05007,367191.887645
N004513,2894241.745111,367201.006621
N004514,2894959.021623,367322.239326
N004515,2894921.873441,367321.639754
N004516,2894634.638396,367207.14405
N004517,2896459.842779,367264.577809
N004518,2894644.30905,367197.406463
N004519,2893882.22681,367187.483145
N004520,2893864.500783,367186.582091
N004521,2750274.082152,435150.100046
N004522,2750302.384859,435140.868382
N004523,2749707.926015,436287.991787
N004524,2749565.630778,436670.267532
N004525,2799594.393869,357289.338265
N004526,2794219.290801,355801.601619
N004527,2794223.791559,355877.096395
N004528,2794223.881103,355888.439546
N004529,2829903.793446,389419.10805
N004530,2830167.433214,361836.003937
N004531,2899275.576802,431255.574111
N004532,2897731.806577,431325.081907
N004533,2877234.759006,386458.735953
N004534,2861077.955349,387797.406529
N004535,2861065.982407,387790.850774
N004536,2877388.679589,386490.54958
N004537,2877909.667252,386819.936411
N004538,2878248.686242,386627.133079
N004539,2879921.0315,386668.93402
N004540,2880741.582074,386717.881774
N004541,2825831.253702,407556.005789
N004542,2823942.671273,411987.466763
N004543,2840480.030259,390146.032979
N004544,2840059.973374,389685.798811
N004545,2840063.095254,389684.650427
N004546,2840045.765349,389692.174689
N004547,2845187.617382,388715.72919
N004548,2848912.72306,388319.385454
N004549,2840162.589955,389504.97226
N004550,2848914.821979,388308.239324
N004551,2848901.32686,388307.453294
N004552,2802624.618978,436276.361553
N004553,2777442.49004,435711.123281
N004554,2763914.431379,442050.011859
N004555,2765538.183725,443045.899666
N004556,2763894.24664,442049.522704
N004557,2883095.083718,469449.774275
N004558,2882905.207239,471348.874348
N004559,2886715.830053,474049.95146
N004560,2886243.106846,474505.510195
N004561,2887247.975393,474516.386464
N004562,2886235.232132,474517.164547
N004563,2828894.241852,390515.995241
N004564,2804878.337475,359408.524499
N004565,2803060.439564,358772.462683
N004566,2805755.040953,360164.959158
N004567,2805751.228765,360156.606527
N004568,2794219.590881,356068.660157
N004569,2794203.899305,356250.4719
N004570,2794200.171408,356260.424676
N004571,2794191.653947,356290.593419
N004572,2794187.355979,356303.118843
N004573,2794158.778124,356426.149185
N004574,2794154.572445,356442.513476
N004575,2794219.309476,356027.468693
N004576,2794220.601331,356058.023762
N004577,2794220.205158,356038.014582
N004578,2794220.442355,355814.104427
N004579,2898041.973909,380045.710475
N004580,2891977.894538,379531.198537
N004581,2891906.587798,379610.511381
N004582,2892034.181543,379453.056968
N004583,2891610.778003,379924.004313
N004584,2891988.808549,379475.901274
N004585,2892115.845605,379345.188131
N004586,2821660.123741,474110.927601
N004587,2819504.501791,472222.538941
N004588,2819460.191442,469747.912527
N004589,2819191.63151,472144.739987
N004590,2840042.708753,389693.464138
N004591,2840054.027309,389688.258649
N004592,2896846.976879,375299.958398
N004593,2888248.909884,417179.852515
N004594,2887806.536893,412763.979059
N004595,2887936.347551,416610.044505
N004596,2888235.640165,417157.38943
N004597,2887792.270957,412765.673438
N004598,2874329.010922,411568.331943
N004599,2874324.626917,411543.456929
N004600,2874315.622087,411587.761442
